Date,Open,High,Low,Close,Adj Close,Volume
1994-08-31,7.901283,8.144400,7.901283,8.022841,3.670150,11800
1994-09-01,8.022841,8.022841,7.901283,7.901283,3.614543,39000
1994-09-02,7.901283,7.901283,7.658167,7.779725,3.558934,14200
1994-09-06,7.779725,7.779725,7.536609,7.536609,3.447719,21400
1994-09-07,7.415051,7.415051,7.293492,7.293492,3.336501,47000
1994-09-08,7.293492,7.415051,7.293492,7.293492,3.336501,13600
1994-09-09,7.293492,7.293492,7.171934,7.293492,3.336501,40700
1994-09-12,7.293492,7.293492,7.171934,7.293492,3.336501,8600
1994-09-13,7.171934,7.293492,7.171934,7.293492,3.336501,5300
1994-09-14,7.293492,7.415051,7.293492,7.415051,3.392110,9300
1994-09-15,7.415051,7.415051,7.415051,7.415051,3.392110,3900
1994-09-16,7.415051,7.536609,7.415051,7.536609,3.447719,18400
1994-09-19,7.415051,7.415051,7.293492,7.415051,3.392110,28900
1994-09-20,7.415051,7.901283,7.415051,7.901283,3.614543,16500
1994-09-21,7.901283,7.901283,7.779725,7.779725,3.558934,3600
1994-09-22,7.779725,7.779725,7.658167,7.658167,3.503326,43800
1994-09-23,7.658167,7.658167,7.658167,7.658167,3.503326,9500
1994-09-26,7.658167,7.658167,7.536609,7.658167,3.503326,7100
1994-09-27,7.658167,7.658167,7.536609,7.658167,3.503326,6400
1994-09-28,7.658167,7.658167,7.658167,7.658167,3.503326,12300
1994-09-29,7.658167,7.658167,7.658167,7.658167,3.503326,7600
1994-09-30,7.658167,7.658167,7.658167,7.658167,3.503326,3200
1994-10-03,7.658167,7.779725,7.658167,7.779725,3.558934,3300
1994-10-04,7.658167,7.779725,7.658167,7.779725,3.558934,28000
1994-10-05,7.658167,7.658167,7.658167,7.658167,3.503326,31300
1994-10-06,7.658167,7.658167,7.658167,7.658167,3.503326,22100
1994-10-07,7.779725,7.779725,7.536609,7.658167,3.503326,45800
1994-10-10,7.658167,7.779725,7.658167,7.658167,3.503326,8300
1994-10-11,7.658167,7.779725,7.658167,7.658167,3.503326,14000
1994-10-12,7.658167,7.658167,7.658167,7.658167,3.503326,16400
1994-10-13,7.658167,7.658167,7.658167,7.658167,3.503326,5400
1994-10-14,7.658167,7.658167,7.536609,7.536609,3.447719,17300
1994-10-17,7.536609,7.658167,7.536609,7.536609,3.447719,16900
1994-10-18,7.536609,7.536609,7.536609,7.536609,3.447719,10600
1994-10-19,7.536609,7.536609,7.536609,7.536609,3.447719,11500
1994-10-20,7.536609,7.536609,7.536609,7.536609,3.447719,7700
1994-10-21,7.536609,7.536609,7.415051,7.415051,3.392110,24400
1994-10-24,7.415051,7.536609,7.415051,7.536609,3.447719,1300
1994-10-25,7.536609,7.536609,7.415051,7.415051,3.392110,13300
1994-10-26,7.415051,7.536609,7.415051,7.536609,3.447719,7700
1994-10-27,7.415051,7.415051,7.415051,7.415051,3.392110,5700
1994-10-28,7.415051,7.536609,7.415051,7.415051,3.392110,11700
1994-10-31,7.415051,7.536609,7.415051,7.536609,3.447719,8000
1994-11-01,7.536609,7.536609,7.536609,7.536609,3.447719,3800
1994-11-02,7.536609,7.536609,7.415051,7.536609,3.447719,9900
1994-11-03,7.536609,7.536609,7.536609,7.536609,3.447719,1600
1994-11-04,7.536609,7.658167,7.536609,7.536609,3.447719,16900
1994-11-07,7.658167,7.658167,7.536609,7.536609,3.447719,6700
1994-11-08,7.536609,7.536609,7.536609,7.536609,3.447719,5200
1994-11-09,7.536609,7.536609,7.415051,7.415051,3.392110,20100
1994-11-10,7.415051,7.536609,7.415051,7.536609,3.447719,7400
1994-11-11,7.536609,7.536609,7.415051,7.415051,3.392110,7500
1994-11-14,7.415051,7.536609,7.415051,7.536609,3.447719,6100
1994-11-15,7.415051,7.658167,7.415051,7.658167,3.503326,11900
1994-11-16,7.536609,7.536609,7.536609,7.536609,3.447719,3400
1994-11-17,7.536609,7.536609,7.415051,7.415051,3.392110,13100
1994-11-18,7.415051,7.415051,7.293492,7.293492,3.336501,18900
1994-11-21,7.293492,7.415051,7.293492,7.293492,3.336501,8000
1994-11-22,7.293492,7.293492,7.171934,7.171934,3.280893,25100
1994-11-23,7.171934,7.171934,7.171934,7.171934,3.280893,12400
1994-11-25,7.171934,7.293492,7.171934,7.171934,3.280893,5600
1994-11-28,7.171934,7.171934,6.928818,7.171934,3.280893,86400
1994-11-29,7.171934,7.293492,7.171934,7.171934,3.280893,23600
1994-11-30,7.050376,7.171934,7.050376,7.171934,3.280893,7800
1994-12-01,7.171934,7.171934,7.050376,7.050376,3.225284,7800
1994-12-02,7.171934,7.293492,7.171934,7.293492,3.336501,25900
1994-12-05,7.171934,7.293492,7.171934,7.293492,3.336501,16100
1994-12-06,7.171934,7.293492,7.171934,7.171934,3.280893,8400
1994-12-07,7.171934,7.171934,7.171934,7.171934,3.280893,51900
1994-12-08,7.171934,7.171934,7.171934,7.171934,3.280893,14400
1994-12-09,7.171934,7.171934,7.171934,7.171934,3.280893,4600
1994-12-12,7.171934,7.293492,7.171934,7.171934,3.280893,13200
1994-12-13,7.171934,7.293492,7.171934,7.171934,3.280893,21400
1994-12-14,7.293492,7.293492,7.171934,7.171934,3.280893,7100
1994-12-15,7.171934,7.171934,7.171934,7.171934,3.280893,8100
1994-12-16,7.171934,7.293492,7.171934,7.171934,3.280893,14900
1994-12-19,7.293492,7.293492,7.171934,7.171934,3.280893,15400
1994-12-20,7.171934,7.171934,7.171934,7.171934,3.280893,35200
1994-12-21,7.171934,7.171934,7.171934,7.171934,3.280893,13200
1994-12-22,7.171934,7.171934,7.171934,7.171934,3.280893,25000
1994-12-23,7.171934,7.171934,7.171934,7.171934,3.280893,20400
1994-12-27,7.171934,7.171934,7.171934,7.171934,3.280893,10200
1994-12-28,7.171934,7.171934,7.171934,7.171934,3.280893,20700
1994-12-29,7.171934,7.293492,7.171934,7.171934,3.280893,35100
1994-12-30,7.293492,7.293492,7.293492,7.293492,3.336501,33200
1995-01-03,7.293492,7.536609,7.293492,7.536609,3.447719,6400
1995-01-04,7.415051,7.415051,7.415051,7.415051,3.392110,5500
1995-01-05,7.415051,7.415051,7.293492,7.293492,3.336501,6200
1995-01-06,7.293492,7.536609,7.293492,7.293492,3.336501,10000
1995-01-09,7.415051,7.536609,7.293492,7.293492,3.336501,17400
1995-01-10,7.293492,7.415051,7.293492,7.415051,3.392110,10900
1995-01-11,7.293492,7.293492,7.293492,7.293492,3.336501,10100
1995-01-12,7.293492,7.415051,7.293492,7.293492,3.336501,9600
1995-01-13,7.293492,7.415051,7.293492,7.415051,3.392110,2900
1995-01-16,7.293492,7.293492,7.293492,7.293492,3.336501,9400
1995-01-17,7.293492,7.293492,7.293492,7.293492,3.336501,1100
1995-01-18,7.293492,7.415051,7.293492,7.293492,3.336501,13700
1995-01-19,7.293492,7.293492,7.293492,7.293492,3.336501,4700
1995-01-20,7.293492,7.293492,7.293492,7.293492,3.336501,1500
1995-01-23,7.293492,7.293492,7.293492,7.293492,3.336501,2400
1995-01-24,7.293492,7.415051,7.293492,7.293492,3.336501,6400
1995-01-25,7.293492,7.293492,7.293492,7.293492,3.336501,8200
1995-01-26,7.293492,7.415051,7.293492,7.415051,3.392110,2700
1995-01-27,7.415051,7.536609,7.415051,7.415051,3.392110,5200
1995-01-30,7.658167,7.779725,7.658167,7.658167,3.503326,13000
1995-01-31,7.779725,7.901283,7.658167,7.779725,3.558934,30900
1995-02-01,7.779725,7.901283,7.779725,7.901283,3.614543,7100
1995-02-02,7.901283,7.901283,7.779725,7.779725,3.558934,9300
1995-02-03,7.779725,7.779725,7.779725,7.779725,3.558934,8600
1995-02-06,7.779725,7.901283,7.779725,7.779725,3.558934,6300
1995-02-07,7.779725,7.901283,7.779725,7.779725,3.558934,5200
1995-02-08,7.779725,7.779725,7.779725,7.779725,3.558934,10100
1995-02-09,7.779725,7.901283,7.779725,7.779725,3.558934,9100
1995-02-10,7.779725,7.779725,7.779725,7.779725,3.558934,8300
1995-02-13,7.779725,7.901283,7.779725,7.779725,3.558934,6600
1995-02-14,7.779725,7.779725,7.779725,7.779725,3.558934,6500
1995-02-15,7.779725,7.901283,7.779725,7.779725,3.558934,30500
1995-02-16,7.779725,8.265958,7.779725,8.144400,3.725760,43600
1995-02-17,8.144400,8.265958,8.022841,8.144400,3.725760,41000
1995-02-21,8.144400,8.265958,7.901283,8.022841,3.670150,45600
1995-02-22,7.901283,8.022841,7.901283,8.022841,3.670150,30200
1995-02-23,8.022841,8.022841,7.901283,8.022841,3.670150,43100
1995-02-24,8.022841,8.022841,7.901283,8.022841,3.670150,78500
1995-02-27,7.901283,8.144400,7.901283,8.144400,3.725760,140600
1995-02-28,7.779725,7.901283,7.658167,7.658167,3.503326,15500
1995-03-01,7.658167,7.658167,7.415051,7.415051,3.392110,74800
1995-03-02,7.536609,7.536609,7.415051,7.536609,3.447719,35600
1995-03-03,7.536609,7.536609,7.415051,7.415051,3.392110,148800
1995-03-06,7.415051,7.415051,7.171934,7.171934,3.280893,132000
1995-03-07,7.293492,7.293492,7.050376,7.050376,3.225284,142000
1995-03-08,7.171934,7.171934,7.050376,7.050376,3.225284,44400
1995-03-09,7.050376,7.171934,7.050376,7.050376,3.225284,42300
1995-03-10,7.050376,7.171934,7.050376,7.050376,3.225284,57300
1995-03-13,7.050376,7.171934,7.050376,7.050376,3.225284,79100
1995-03-14,7.050376,7.293492,7.050376,7.050376,3.225284,153100
1995-03-15,7.171934,7.293492,7.171934,7.171934,3.280893,61100
1995-03-16,7.171934,7.415051,7.171934,7.293492,3.336501,72600
1995-03-17,7.171934,7.293492,7.171934,7.171934,3.280893,65800
1995-03-20,7.293492,7.415051,7.293492,7.293492,3.336501,66900
1995-03-21,7.293492,7.415051,7.171934,7.293492,3.336501,184600
1995-03-22,7.293492,7.293492,7.171934,7.171934,3.280893,333900
1995-03-23,7.171934,7.293492,7.171934,7.171934,3.280893,60900
1995-03-24,7.171934,7.293492,7.171934,7.293492,3.336501,58200
1995-03-27,7.293492,7.293492,7.171934,7.171934,3.280893,23400
1995-03-28,7.293492,7.293492,7.171934,7.293492,3.336501,21100
1995-03-29,7.293492,7.415051,7.293492,7.293492,3.336501,74400
1995-03-30,7.293492,7.536609,7.293492,7.536609,3.447719,248400
1995-03-31,7.536609,7.658167,7.536609,7.658167,3.503326,104200
1995-04-03,7.658167,7.779725,7.658167,7.658167,3.503326,29100
1995-04-04,7.658167,7.901283,7.658167,7.779725,3.558934,30200
1995-04-05,7.779725,7.779725,7.779725,7.779725,3.558934,12500
1995-04-06,7.779725,7.901283,7.779725,7.901283,3.614543,42700
1995-04-07,7.901283,7.901283,7.779725,7.901283,3.614543,65600
1995-04-10,7.779725,7.779725,7.779725,7.779725,3.558934,24800
1995-04-11,7.779725,7.901283,7.779725,7.779725,3.558934,22400
1995-04-12,7.779725,7.779725,7.779725,7.779725,3.558934,9100
1995-04-13,7.779725,7.779725,7.779725,7.779725,3.558934,17800
1995-04-17,7.779725,7.779725,7.779725,7.779725,3.558934,21300
1995-04-18,7.779725,7.779725,7.658167,7.658167,3.503326,26000
1995-04-19,7.658167,7.658167,7.658167,7.658167,3.503326,7900
1995-04-20,7.658167,7.779725,7.658167,7.658167,3.503326,53500
1995-04-21,7.658167,7.658167,7.658167,7.658167,3.503326,9700
1995-04-24,7.658167,7.779725,7.658167,7.658167,3.503326,27200
1995-04-25,7.658167,7.658167,7.658167,7.658167,3.503326,31500
1995-04-26,7.779725,7.779725,7.658167,7.658167,3.503326,30200
1995-04-27,7.658167,7.779725,7.658167,7.658167,3.503326,14400
1995-04-28,7.658167,7.779725,7.658167,7.779725,3.558934,28400
1995-05-01,7.658167,7.779725,7.536609,7.779725,3.558934,10300
1995-05-02,7.658167,7.658167,7.536609,7.536609,3.447719,13800
1995-05-03,7.658167,7.658167,7.536609,7.536609,3.447719,13600
1995-05-04,7.536609,7.536609,7.536609,7.536609,3.447719,14800
1995-05-05,7.536609,7.658167,7.536609,7.658167,3.503326,20900
1995-05-08,7.658167,7.779725,7.658167,7.779725,3.558934,35300
1995-05-09,7.901283,7.901283,7.779725,7.779725,3.558934,26200
1995-05-10,7.779725,7.901283,7.779725,7.901283,3.614543,33400
1995-05-11,7.901283,7.901283,7.658167,7.779725,3.558934,50100
1995-05-12,7.779725,7.779725,7.658167,7.658167,3.503326,19300
1995-05-15,7.779725,7.901283,7.779725,7.779725,3.558934,16700
1995-05-16,7.901283,7.901283,7.779725,7.901283,3.614543,20900
1995-05-17,7.779725,7.779725,7.779725,7.779725,3.558934,5300
1995-05-18,7.779725,7.901283,7.779725,7.779725,3.558934,12300
1995-05-19,7.779725,7.779725,7.779725,7.779725,3.558934,50100
1995-05-22,7.779725,7.779725,7.658167,7.779725,3.558934,23400
1995-05-23,7.779725,7.901283,7.658167,7.779725,3.558934,48900
1995-05-24,7.779725,7.779725,7.779725,7.779725,3.558934,11700
1995-05-25,7.779725,7.779725,7.658167,7.658167,3.503326,59500
1995-05-26,7.779725,7.779725,7.779725,7.779725,3.558934,5700
1995-05-30,7.779725,7.779725,7.779725,7.779725,3.558934,9700
1995-05-31,7.779725,7.779725,7.779725,7.779725,3.558934,6200
1995-06-01,7.779725,7.901283,7.779725,7.901283,3.614543,36600
1995-06-02,7.779725,7.779725,7.779725,7.779725,3.558934,10800
1995-06-05,7.779725,7.779725,7.779725,7.779725,3.558934,35800
1995-06-06,7.779725,7.901283,7.779725,7.779725,3.558934,11800
1995-06-07,7.779725,7.779725,7.779725,7.779725,3.558934,12100
1995-06-08,7.779725,7.901283,7.779725,7.779725,3.558934,14500
1995-06-09,7.779725,7.779725,7.779725,7.779725,3.558934,4600
1995-06-12,7.779725,7.779725,7.779725,7.779725,3.558934,6500
1995-06-13,7.779725,7.901283,7.779725,7.779725,3.558934,14000
1995-06-14,7.779725,7.779725,7.779725,7.779725,3.558934,11000
1995-06-15,7.779725,7.779725,7.658167,7.658167,3.503326,52200
1995-06-16,7.658167,7.658167,7.658167,7.658167,3.503326,3200
1995-06-19,7.658167,7.779725,7.658167,7.658167,3.503326,10400
1995-06-20,7.658167,7.779725,7.658167,7.658167,3.503326,11000
1995-06-21,7.779725,7.779725,7.658167,7.658167,3.503326,10800
1995-06-22,7.658167,7.658167,7.658167,7.658167,3.503326,4300
1995-06-23,7.658167,7.779725,7.658167,7.658167,3.503326,8400
1995-06-26,7.658167,7.779725,7.658167,7.658167,3.503326,8500
1995-06-27,7.658167,7.658167,7.658167,7.658167,3.503326,12500
1995-06-28,7.658167,7.658167,7.658167,7.658167,3.503326,10800
1995-06-29,7.658167,7.779725,7.658167,7.658167,3.503326,9100
1995-06-30,7.658167,7.779725,7.658167,7.779725,3.558934,3700
1995-07-03,7.658167,7.658167,7.658167,7.658167,3.503326,400
1995-07-05,7.658167,7.658167,7.658167,7.658167,3.503326,6700
1995-07-06,7.658167,7.718946,7.658167,7.658167,3.503326,399500
1995-07-07,7.658167,7.658167,7.536609,7.658167,3.503326,8300
1995-07-10,7.658167,7.658167,7.293492,7.536609,3.447719,26400
1995-07-11,7.415051,7.415051,7.293492,7.293492,3.336501,4200
1995-07-12,7.293492,7.415051,7.293492,7.293492,3.336501,11300
1995-07-13,7.293492,7.415051,7.171934,7.293492,3.336501,25500
1995-07-14,7.415051,7.415051,7.293492,7.293492,3.336501,31900
1995-07-17,7.293492,7.293492,7.171934,7.293492,3.336501,8400
1995-07-18,7.171934,7.171934,7.171934,7.171934,3.280893,9500
1995-07-19,7.050376,7.171934,7.050376,7.171934,3.280893,13200
1995-07-20,7.171934,7.171934,7.171934,7.171934,3.280893,6200
1995-07-21,7.050376,7.171934,7.050376,7.171934,3.280893,1600
1995-07-24,7.171934,7.171934,7.050376,7.050376,3.225284,7800
1995-07-25,7.050376,7.293492,7.050376,7.050376,3.225284,9200
1995-07-26,7.050376,7.171934,7.050376,7.050376,3.225284,2000
1995-07-27,7.050376,7.050376,6.807260,6.928818,3.169677,28900
1995-07-28,6.807260,6.807260,6.685701,6.685701,3.058459,48400
1995-07-31,6.685701,6.807260,6.564143,6.685701,3.058459,30500
1995-08-01,6.685701,6.685701,6.564143,6.564143,3.002851,25300
1995-08-02,6.685701,6.685701,6.564143,6.564143,3.002851,16100
1995-08-03,6.685701,6.807260,6.685701,6.807260,3.114068,18700
1995-08-04,6.685701,7.050376,6.685701,6.928818,3.169677,24500
1995-08-07,6.928818,6.928818,6.807260,6.928818,3.169677,17300
1995-08-08,6.807260,6.928818,6.807260,6.928818,3.169677,25600
1995-08-09,6.807260,6.807260,6.807260,6.807260,3.114068,5600
1995-08-10,6.807260,6.807260,6.807260,6.807260,3.114068,18400
1995-08-11,6.807260,6.928818,6.685701,6.807260,3.114068,41600
